index;PDB ID;Dek's category;Classification;Date;Authors;DOI;Pubmed ID
341;5WLK;relative of another de novo design;DE NOVO PROTEIN             ;27-JUL-17;S.-Q.ZHANG,L.LIU,W.F.DEGRADO                                         ;http://dx.doi.org/10.1021/jacs.7b08261;29249157.0
342;5WLL;relative of another de novo design;DE NOVO PROTEIN             ;27-JUL-17;S.-Q.ZHANG,L.LIU,W.F.DEGRADO                                         ;http://dx.doi.org/10.1021/jacs.7b08261;29249157.0
343;5WLM;relative of another de novo design;DE NOVO PROTEIN             ;27-JUL-17;S.-Q.ZHANG,L.LIU,W.F.DEGRADO                                         ;http://dx.doi.org/10.1021/jacs.7b08261;29249157.0
344;5WOC;relative of another de novo design;DE NOVO PROTEIN             ;01-AUG-17;H.WU,Y.WU,W.F.DEGRADO                                                ;http://dx.doi.org/10.1073/pnas.1710695114;28973862.0
345;5WOD;relative of another de novo design;DE NOVO PROTEIN             ;01-AUG-17;H.WU,Y.WU,W.F.DEGRADO                                                ;http://dx.doi.org/10.1073/pnas.1710695114;28973862.0
346;5YAN;relative of another de novo design;STRUCTURAL PROTEIN           ;01-SEP-17;S.FAN                                                                ;http://dx.doi.org/10.1073/pnas.1802171115;29844169.0
347;6ANF;small, non-systematic, and other;DE NOVO PROTEIN             ;13-AUG-17;H.WU,A.ACHARYYA,Y.WU,L.LIU,H.JO,F.GAI,W.F.DEGRADO                    ;http://dx.doi.org/10.1002/cbic.201800026;29417711.0
348;6B17;small, non-systematic, and other;DE NOVO PROTEIN             ;17-SEP-17;H.WU,A.ACHARYYA,Y.WU,L.LIU,H.JO,F.GAI,W.F.DEGRADO                    ;http://dx.doi.org/10.1002/cbic.201800026;29417711.0
349;6B85;original de novo design;MEMBRANE PROTEIN            ;05-OCT-17;P.LU,F.DIMAIO,D.MIN,J.BOWIE,K.Y.WEI,D.BAKER                          ;http://dx.doi.org/10.1126/science.aaq1739;29496880.0
350;6B87;original de novo design;MEMBRANE PROTEIN            ;05-OCT-17;P.LU,F.DIMAIO,D.MIN,K.Y.WEI,J.BOWIE,D.BAKER                          ;http://dx.doi.org/10.1126/science.aaq1739;29496880.0
351;6C4X;relative of another de novo design;DE NOVO PROTEIN             ;13-JAN-18;L.LIU,S.Q.ZHANG                                                      ;http://dx.doi.org/10.1038/s41589-018-0105-5;30061717.0
352;6C4Y;original de novo design;DE NOVO PROTEIN             ;13-JAN-18;L.LIU,S.Q.ZHANG                                                      ;http://dx.doi.org/10.1038/s41589-018-0105-5;30061717.0
353;6C4Z;relative of another de novo design;DE NOVO PROTEIN             ;13-JAN-18;L.LIU,S.Q.ZHANG                                                      ;http://dx.doi.org/10.1038/s41589-018-0105-5;30061717.0
354;6C51;relative of another de novo design;DE NOVO PROTEIN             ;13-JAN-18;L.LIU,S.Q.ZHANG                                                      ;http://dx.doi.org/10.1038/s41589-018-0105-5;30061717.0
355;6C52;relative of another de novo design;DE NOVO PROTEIN             ;13-JAN-18;L.LIU,S.Q.ZHANG                                                      ;http://dx.doi.org/10.1038/s41589-018-0105-5;30061717.0
356;6CFA;small, non-systematic, and other;DE NOVO PROTEIN             ;14-FEB-18;E.S.F.ALVES,L.M.LIAO                                                 ;;
357;6D02;relative of another de novo design;DE NOVO PROTEIN             ;10-APR-18;S.-Q.ZHANG,L.LIU,W.F.DEGRADO                                         ;http://dx.doi.org/10.1038/s41589-018-0105-5;30061717.0
358;6D0T;original de novo design;DE NOVO PROTEIN             ;10-APR-18;J.DOU,A.A.VOROBIEVA,W.SHEFFLER,L.A.DOYLE,H.PARK,M.J.BICK,B.MAO,       G.W.FOIGHT,M.LEE,L.CARTER,B.SANKARAN,S.OVCHINNIKOV,E.MARCOS,P.HUANG, J.C.VAUGHAN,B.L.STODDARD,D.BAKER                                    ;http://dx.doi.org/10.1038/s41586-018-0509-0;30209393.0
359;6CZH;original de novo design;DE NOVO PROTEIN             ;09-APR-18;L.A.DOYLE,B.L.STODDARD                                               ;http://dx.doi.org/10.1038/s41586-018-0509-0;30209393.0
360;6CZG;original de novo design;DE NOVO PROTEIN             ;09-APR-18;L.A.DOYLE,B.L.STODDARD                                               ;http://dx.doi.org/10.1038/s41586-018-0509-0;30209393.0
361;6CZJ;original de novo design;DE NOVO PROTEIN             ;09-APR-18;L.A.DOYLE,B.L.STODDARD                                               ;http://dx.doi.org/10.1038/s41586-018-0509-0;30209393.0
362;6CZI;original de novo design;DE NOVO PROTEIN             ;09-APR-18;L.A.DOYLE,B.L.STODDARD                                               ;http://dx.doi.org/10.1038/s41586-018-0509-0;30209393.0
363;6D37;engineered;DE NOVO PROTEIN             ;14-APR-18;A.BYRNE,N.H.ANDERSEN                                                 ;http://dx.doi.org/10.1002/bip.23260;30779444.0
364;6E5H;relative of another de novo design;DE NOVO PROTEIN             ;20-JUL-18;C.C.CABALTEJA,D.S.MIHALKO,W.S.HORNE                                  ;http://dx.doi.org/10.1002/cbic.201800558;30326175.0
365;6E5I;relative of another de novo design;DE NOVO PROTEIN             ;20-JUL-18;C.C.CABALTEJA,D.S.MIHALKO,W.S.HORNE                                  ;http://dx.doi.org/10.1002/cbic.201800558;30326175.0
366;6E5J;relative of another de novo design;DE NOVO PROTEIN             ;20-JUL-18;C.C.CABALTEJA,D.S.MIHALKO,W.S.HORNE                                  ;http://dx.doi.org/10.1002/cbic.201800558;30326175.0
367;6E5K;relative of another de novo design;DE NOVO PROTEIN             ;20-JUL-18;C.C.CABALTEJA,D.S.MIHALKO,W.S.HORNE                                  ;http://dx.doi.org/10.1002/cbic.201800558;30326175.0
368;6EGL;relative of another de novo design;DE NOVO PROTEIN             ;20-AUG-18;L.RUCKTHONG,J.A.STUCKEY,V.L.PECORARO                                 ;http://dx.doi.org/10.1002/chem.201806040;30861211.0
369;6EGM;relative of another de novo design;DE NOVO PROTEIN             ;20-AUG-18;L.RUCKTHONG,J.A.STUCKEY,V.L.PECORARO                                 ;http://dx.doi.org/10.1002/chem.201806040;30861211.0
370;6EGN;relative of another de novo design;DE NOVO PROTEIN             ;20-AUG-18;L.RUCKTHONG,J.A.STUCKEY,V.L.PECORARO                                 ;http://dx.doi.org/10.1002/chem.201806040;30861211.0
371;6EGO;relative of another de novo design;DE NOVO PROTEIN             ;20-AUG-18;L.RUCKTHONG,J.A.STUCKEY,V.L.PECORARO                                 ;http://dx.doi.org/10.1002/chem.201806040;30861211.0
372;6EGP;relative of another de novo design;DE NOVO PROTEIN             ;20-AUG-18;L.RUCKTHONG,J.A.STUCKEY,V.L.PECORARO                                 ;;
373;6EIK;relative of another de novo design;DE NOVO PROTEIN             ;19-SEP-17;G.G.RHYS,A.J.BURTON,W.M.DAWSON,F.THOMAS,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/acssynbio.8b00225;29944338.0
374;6EIZ;original de novo design;DE NOVO PROTEIN             ;19-SEP-17;G.G.RHYS,A.J.BURTON,W.M.DAWSON,F.THOMAS,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/acssynbio.8b00225;29944338.0
375;6FES;original de novo design;DE NOVO PROTEIN             ;03-JAN-18;M.ELGAMACY,M.COLES,P.ERNST,H.ZHU,M.D.HARTMANN,A.PLUECKTHUN,A.LUPAS   ;http://dx.doi.org/10.1021/acssynbio.8b00224;30148951.0
376;6FF6;original de novo design;DE NOVO PROTEIN             ;03-JAN-18;M.ELGAMACY,M.COLES,P.ERNST,H.ZHU,M.D.HARTMANN,A.PLUECKTHUN,A.N.LUPAS ;http://dx.doi.org/10.1021/acssynbio.8b00224;30148951.0
377;6G65;relative of another de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
378;6G66;relative of another de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
379;6G67;original de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
380;6G68;relative of another de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
381;6G69;relative of another de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
382;6G6A;original de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
383;6G6B;relative of another de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
384;6G6C;relative of another de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
385;6G6D;relative of another de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
386;6G6E;relative of another de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
387;6G6F;relative of another de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
388;6G6G;relative of another de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
389;6G6H;original de novo design;DE NOVO PROTEIN             ;01-APR-18;G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                                      ;http://dx.doi.org/10.1038/s41467-018-06391-y;30297707.0
390;6H5H;original de novo design;UNKNOWN FUNCTION            ;24-JUL-18;M.ELGAMACY,M.COLES,A.N.LUPAS                                         ;http://dx.doi.org/10.1016/j.jsb.2018.10.010;30558718.0
391;6HQE;original de novo design;PROTEIN FIBRIL             ;24-SEP-18;T.OSINSKI,F.WANG,S.A.HUGHES,M.A.B.KREUTZBERGER,V.P.CONTICELLO,        E.H.EGELMAN                                                         ;http://dx.doi.org/10.1073/pnas.1903910116;31262809.0
392;6MK1;original de novo design;PROTEIN FIBRIL             ;24-SEP-18;F.WANG,S.A.HUGHES,A.ORLOVA,V.P.CONTICELLO,E.H.EGELMAN                ;http://dx.doi.org/10.1073/pnas.1903910116;31262809.0
393;6I1J;relative of another de novo design;DE NOVO PROTEIN             ;28-OCT-18;A.L.BOYLE,N.S.PANNU                                                  ;http://dx.doi.org/10.1039/c9sc01165j;31489168.0
394;6IWB;original de novo design;APOPTOSIS                ;05-DEC-18;S.KIM,M.J.KWAK,B.-H.OH,B.E.CORREIA,P.GAINZA                          ;http://dx.doi.org/10.1038/s41587-019-0403-9;32015549.0
395;6M6Z;original de novo design;DE NOVO PROTEIN             ;16-MAR-20;P.LU,C.XU,G.REGGIANO,Q.XU,F.DIMAIO,D.BAKER                           ;http://dx.doi.org/10.1038/s41586-020-2646-5;32848250.0
396;6O35;original de novo design;DE NOVO PROTEIN             ;25-FEB-19;M.J.BICK,C.XU,B.SANKARAN,D.BAKER                                     ;http://dx.doi.org/10.1038/s41586-020-2646-5;32848250.0
397;6TJ1;original de novo design;BIOSYNTHETIC PROTEIN          ;23-NOV-19;C.XU,X.Y.PEI,B.F.LUISI,D.BAKER                                       ;http://dx.doi.org/10.1038/s41586-020-2646-5;32848250.0
398;6TMS;original de novo design;BIOSYNTHETIC PROTEIN          ;05-DEC-19;C.XU,X.Y.PEI,B.F.LUISI,D.BAKER                                       ;http://dx.doi.org/10.1038/s41586-020-2646-5;32848250.0
399;6MCD;relative of another de novo design;DE NOVO PROTEIN             ;31-AUG-18;A.E.TOLBERT,L.RUCKTHONG,J.A.STUCKEY,V.L.PECORARO                     ;http://dx.doi.org/10.1038/s41557-020-0423-6;32123337.0
400;6MCT;original de novo design;DE NOVO PROTEIN             ;02-SEP-18;M.MRAVIC,L.LIU,W.F.DEGRADO                                           ;http://dx.doi.org/10.1126/science.aav7541;30923216.0
401;6MRR;original de novo design;DE NOVO PROTEIN             ;15-OCT-18;B.KOEPNICK,M.J.BICK,R.D.ESTEP,S.KLEINFELTER,L.WEI,D.BAKER            ;http://dx.doi.org/10.1038/s41586-019-1274-4;31168091.0
402;6MRS;original de novo design;DE NOVO PROTEIN             ;15-OCT-18;B.KOEPNICK,A.BOYKOV,D.BAKER                                          ;http://dx.doi.org/10.1038/s41586-019-1274-4;31168091.0
403;6MSP;original de novo design;DE NOVO PROTEIN             ;17-OCT-18;G.LIU,Y.ISHIDA,G.V.T.SWAPNA,S.KLEINFELTER,B.KOEPNICK,D.BAKER,         G.T.MONTELIONE                                                      ;http://dx.doi.org/10.1038/s41586-019-1274-4;31168091.0
404;6NUK;original de novo design;DE NOVO PROTEIN             ;01-FEB-19;B.KOEPNICK,M.J.BICK,F.DIMAIO,T.NORGARD-SOLANO,D.BAKER                ;http://dx.doi.org/10.1038/s41586-019-1274-4;31168091.0
405;6W15;original de novo design;TRANSFERASE               ;03-MAR-20;SEATTLE STRUCTURAL GENOMICS CENTER FOR INFECTIOUS DISEASE,SEATTLE     STRUCTURAL GENOMICS CENTER FOR INFECTIOUS DISEASE (SSGCID)          ;;
406;6MPW;relative of another de novo design;DE NOVO PROTEIN             ;08-OCT-18;M.MRAVIC,L.LIU,W.F.DEGRADO                                           ;http://dx.doi.org/10.1126/science.aav7541;30923216.0
407;6MQ2;relative of another de novo design;DE NOVO PROTEIN             ;09-OCT-18;M.MRAVIC,L.LIU,W.F.DEGRADO                                           ;http://dx.doi.org/10.1126/science.aav7541;30923216.0
408;6MQU;relative of another de novo design;DE NOVO PROTEIN             ;10-OCT-18;M.MRAVIC,J.L.THOMASTON,W.F.DEGRADO                                   ;http://dx.doi.org/10.1126/science.aav7541;30923216.0
409;6O3N;relative of another de novo design;DE NOVO PROTEIN             ;26-FEB-19;S.-Q.ZHANG,L.LIU,W.F.DEGRADO                                         ;http://dx.doi.org/10.1038/s41589-018-0105-5;30061717.0
410;6OLN;relative of another de novo design;DE NOVO PROTEIN             ;16-APR-19;K.A.SCHEIB,W.S.HORNE                                                 ;http://dx.doi.org/10.1039/c9cc03496j;31204733.0
411;6OLO;relative of another de novo design;DE NOVO PROTEIN             ;16-APR-19;K.A.SCHIEB,W.S.HORNE                                                 ;http://dx.doi.org/10.1039/c9cc03496j;31204733.0
412;6OS8;relative of another de novo design;DE NOVO PROTEIN             ;01-MAY-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
413;6OSD;relative of another de novo design;DE NOVO PROTEIN             ;01-MAY-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
414;6OV9;relative of another de novo design;DE NOVO PROTEIN             ;07-MAY-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
415;6OVS;relative of another de novo design;DE NOVO PROTEIN             ;08-MAY-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
416;6OVU;relative of another de novo design;DE NOVO PROTEIN             ;08-MAY-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
417;6OVV;relative of another de novo design;DE NOVO PROTEIN             ;08-MAY-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
418;6OWD;relative of another de novo design;DE NOVO PROTEIN             ;09-MAY-19;N.A.BIOK,C.A.BINGMAN,S.H.GELLMAN                                     ;http://dx.doi.org/10.1021/acs.biochem.9b00668;31738525.0
419;6RX5;engineered;OXIDOREDUCTASE             ;07-JUN-19;G.LANDI,C.POZZI,S.MANGANI                                            ;;
420;6R60;engineered;UNKNOWN FUNCTION            ;26-MAR-19;E.AFANASIEVA,A.N.LUPAS,M.D.HARTMANN                                  ;http://dx.doi.org/10.7554/eLife.49853;31613220.0
421;6R5Z;engineered;UNKNOWN FUNCTION            ;26-MAR-19;J.MARTIN,A.N.LUPAS,M.D.HARTMANN                                      ;http://dx.doi.org/10.7554/eLife.49853;31613220.0
422;6R5Y;engineered;UNKNOWN FUNCTION            ;25-MAR-19;J.MARTIN,A.N.LUPAS,M.D.HARTMANN                                      ;http://dx.doi.org/10.7554/eLife.49853;31613220.0
423;6Q1W;relative of another de novo design;DE NOVO PROTEIN             ;06-AUG-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
424;6Q22;relative of another de novo design;DE NOVO PROTEIN             ;06-AUG-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
425;6Q25;relative of another de novo design;DE NOVO PROTEIN             ;06-AUG-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
426;6Q5H;relative of another de novo design;DE NOVO PROTEIN             ;09-DEC-18;C.W.WOOD,J.L.BEESLEY,G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
427;6Q5I;relative of another de novo design;DE NOVO PROTEIN             ;09-DEC-18;G.G.RHYS,C.W.WOOD,J.L.BEESLEY,R.L.BRADY,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
428;6Q5J;relative of another de novo design;DE NOVO PROTEIN             ;09-DEC-18;G.G.RHYS,C.W.WOOD,J.L.BEESLEY,R.L.BRADY,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
429;6Q5K;relative of another de novo design;DE NOVO PROTEIN             ;09-DEC-18;C.W.WOOD,J.L.BEESLEY,G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
430;6Q5L;relative of another de novo design;DE NOVO PROTEIN             ;09-DEC-18;G.G.RHYS,C.W.WOOD,J.L.BEESLEY,R.L.BRADY,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
431;6Q5M;relative of another de novo design;DE NOVO PROTEIN             ;09-DEC-18;C.W.WOOD,J.L.BEESLEY,G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
432;6Q5N;relative of another de novo design;DE NOVO PROTEIN             ;09-DEC-18;C.W.WOOD,J.L.BEESLEY,G.G.RHYS,R.L.BRADY,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
433;6Q5O;relative of another de novo design;DE NOVO PROTEIN             ;09-DEC-18;G.G.RHYS,C.W.WOOD,J.L.BEESLEY,R.L.BRADY,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
434;6Q5P;relative of another de novo design;DE NOVO PROTEIN             ;09-DEC-18;G.G.RHYS,C.W.WOOD,J.L.BEESLEY,R.L.BRADY,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
435;6Q5Q;relative of another de novo design;DE NOVO PROTEIN             ;09-DEC-18;N.R.ZACCAI,G.G.RHYS,C.W.WOOD,J.L.BEESLEY,R.L.BRADY,D.N.WOOLFSON      ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
436;6Q5R;relative of another de novo design;DE NOVO PROTEIN             ;09-DEC-18;J.L.BEESLEY,G.G.RHYS,C.W.WOOD,R.L.BRADY,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
437;6Q5S;original de novo design;DE NOVO PROTEIN             ;09-DEC-18;J.L.BEESLEY,G.R.GUTO,C.W.WOOD,R.L.BRADY,D.N.WOOLFSON                 ;http://dx.doi.org/10.1021/jacs.8b13354;31066556.0
438;6U47;relative of another de novo design;DE NOVO PROTEIN             ;23-AUG-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
439;6UCX;small, non-systematic, and other;DE NOVO PROTEIN             ;18-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
440;6UD9;small, non-systematic, and other;DE NOVO PROTEIN             ;19-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
441;6UDR;small, non-systematic, and other;DE NOVO PROTEIN             ;19-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
442;6UDW;small, non-systematic, and other;DE NOVO PROTEIN             ;19-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
443;6UDZ;small, non-systematic, and other;DE NOVO PROTEIN             ;20-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
444;6UF4;small, non-systematic, and other;DE NOVO PROTEIN             ;23-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
445;6UF7;small, non-systematic, and other;DE NOVO PROTEIN             ;23-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
446;6UF8;small, non-systematic, and other;DE NOVO PROTEIN             ;23-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
447;6UF9;small, non-systematic, and other;DE NOVO PROTEIN             ;24-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
448;6UFA;small, non-systematic, and other;DE NOVO PROTEIN             ;24-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
449;6UFU;small, non-systematic, and other;DE NOVO PROTEIN             ;25-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
450;6UG2;small, non-systematic, and other;DE NOVO PROTEIN             ;25-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
451;6UG3;small, non-systematic, and other;DE NOVO PROTEIN             ;25-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
452;6UG6;small, non-systematic, and other;DE NOVO PROTEIN             ;25-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
453;6UGB;small, non-systematic, and other;DE NOVO PROTEIN             ;26-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
454;6UGC;small, non-systematic, and other;DE NOVO PROTEIN             ;26-SEP-19;V.K.MULLIGAN,C.S.KANG,I.ANTSELOVICH,M.R.SAWAYA,T.O.YEATES,D.BAKER    ;http://dx.doi.org/10.1002/pro.3974;33058266.0
455;6UXS;small, non-systematic, and other;TRANSCRIPTION              ;08-NOV-19;P.D.SOLOMON                                                          ;;
456;6V4Y;relative of another de novo design;DE NOVO PROTEIN             ;02-DEC-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
457;6V50;relative of another de novo design;DE NOVO PROTEIN             ;02-DEC-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
458;6V57;relative of another de novo design;DE NOVO PROTEIN             ;03-DEC-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
459;6V58;relative of another de novo design;DE NOVO PROTEIN             ;03-DEC-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
460;6V5G;relative of another de novo design;DE NOVO PROTEIN             ;04-DEC-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
461;6V5I;relative of another de novo design;DE NOVO PROTEIN             ;04-DEC-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
462;6V5J;relative of another de novo design;DE NOVO PROTEIN             ;04-DEC-19;M.S.SMITH,K.L.STERN,W.M.BILLINGS,J.L.PRICE                           ;http://dx.doi.org/10.1021/acs.biochem.0c00045;32270676.0
463;6VZX;relative of another de novo design;BIOSYNTHETIC PROTEIN          ;28-FEB-20;M.D.MILLER,S.A.HULGAN,W.XU,A.J.KOSGEI,G.N.PHILLIPS JR.,J.D.HARTGERINK;http://dx.doi.org/10.1021/acs.biomac.0c00878;32820897.0
464;6W46;relative of another de novo design;BIOSYNTHETIC PROTEIN          ;10-MAR-20;D.M.CHENOWETH,S.D.MELTON                                             ;http://dx.doi.org/10.1039/d0sc03003a;34094319.0
465;6W47;relative of another de novo design;BIOSYNTHETIC PROTEIN          ;10-MAR-20;D.M.CHENOWETH,S.D.MELTON                                             ;http://dx.doi.org/10.1039/d0sc03003a;34094319.0
466;6W70;original de novo design;DE NOVO PROTEIN             ;18-MAR-20;N.F.POLIZZI                                                          ;http://dx.doi.org/10.1126/science.abb8330;32883865.0
467;6W6X;original de novo design;DE NOVO PROTEIN             ;18-MAR-20;N.F.POLIZZI                                                          ;http://dx.doi.org/10.1126/science.abb8330;32883865.0
